PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,sample_idx,geo_accession,singlecellprobability,submission_year
-168.81194,-102.77919,-9.568592,37.162857,-47.815235,-12.185008,58.140575,92.183266,-25.41421,26.379898,4.3187385,-0.77004206,40.31604,90.892296,-18.043013,2.800552,103.35341,20.675426,-20.044184,-27.6941,31.987715,40.065994,3.145605,-42.65682,-62.655094,-46.583435,-7.156161,-2.6778843,22.241539,-11.018085,-3.9273198,37.091568,-46.533554,-21.133316,39.404915,12.239362,-19.412207,-77.446724,-32.54338,54.633434,7.9395843,20.104742,15.683481,-34.81023,48.7721,-23.716938,31.45136,11.1127615,8.808517,-40.161045,51889,GSM2186488,0.005345694244198258,2016
-184.68224,-32.38848,-40.95016,-128.33272,134.27893,-25.319056,1.2784772,82.550224,-95.61201,-11.3749075,36.90399,-40.237095,-17.59142,-4.417002,72.85306,-34.318207,-37.81147,-1.0266207,28.645615,-52.99968,55.668625,40.6013,-64.5911,18.376324,51.931984,0.5850643,-47.931614,2.2495053,19.881163,-6.920583,22.199146,26.70695,17.140669,4.4795084,-13.074209,15.015062,11.72687,-23.031794,0.47640508,0.017148674,16.774536,-13.76207,-11.393823,-10.387426,2.6822824,-2.5088363,18.263433,-6.0806894,-7.1659255,31.247078,52024,GSM2188258,0.004791208561097201,2016
-164.97339,-151.24786,-43.5981,-16.828966,64.85752,-64.04278,-31.072815,24.409403,9.818198,43.937862,-46.232384,80.57867,41.301765,-15.615524,0.8114589,10.759914,6.775218,0.21509695,-24.47818,-6.2300587,-38.406826,-27.732752,6.122712,12.1328745,-44.042805,36.60389,-28.262081,-15.07016,-2.6929383,0.272724,-9.656872,35.87469,-5.733057,-5.597634,-16.767794,3.1403136,-5.3601303,4.180169,-4.891291,-5.1210976,-15.601977,9.143153,-21.862314,9.287184,12.767817,12.432086,8.220794,-17.459484,-15.238233,-26.085917,52164,GSM2192698,0.008520992951805863,2016
-119.93274,144.57867,-11.54924,116.7491,28.702423,14.998304,9.143783,-18.86824,-114.201645,72.07405,43.29173,5.238494,45.963886,47.87469,9.817433,-14.161233,-2.5425358,-11.448749,10.813527,-16.761463,82.244125,21.101013,-28.185123,22.926235,-11.150663,-20.573511,3.855752,-23.38376,24.755587,29.238579,-72.65521,26.533869,-36.15223,14.344803,-44.874702,67.51243,12.318827,27.581106,-27.372566,-8.527423,-10.101325,0.98352414,17.0956,60.68435,-2.751128,29.12457,-29.711369,1.1470346,11.500151,-18.836971,53054,GSM2197434,0.18155254889998823,2016
-140.13907,38.787113,174.73128,-123.29134,24.799469,-22.88015,-74.655205,-56.207573,8.350703,-4.523423,48.270412,-44.69696,28.554846,33.658775,11.168489,11.540008,19.668005,-26.457594,-64.31828,-33.876057,16.49749,-22.596285,0.5268606,-36.873913,10.749797,-26.705193,-0.9551723,45.000725,-20.060688,4.0482492,-4.8183765,-26.457912,-20.554365,-0.16387506,-0.87227654,34.87371,22.386383,5.581277,-19.86119,22.965755,5.080972,-12.38609,32.967396,21.23103,-26.168839,30.712486,3.6411407,-16.333803,9.284159,14.760191,53244,GSM2203111,0.030231055497545397,2016
-189.35556,-6.653678,-32.715862,-141.21843,137.44296,-5.7025304,-37.107224,46.08859,-68.33887,24.263481,9.101759,-43.053226,-2.21282,-16.951313,30.606462,-45.85012,-36.36989,-25.658525,46.243317,-56.310913,59.586994,41.817173,-55.813366,-6.554664,39.799118,-7.403001,-36.025932,31.165264,1.9937944,3.2228363,4.1276507,-6.4404526,-23.741972,3.683863,-19.383633,8.015782,-3.6039128,-9.819359,2.6519802,10.472282,3.1092024,-7.1429067,-4.3290653,3.9032276,2.3453848,-0.40210408,-1.8455119,5.9177575,4.8045177,-8.171409,53900,GSM2212691,0.004791208561097201,2016
-44.086594,-100.90423,55.10515,175.4454,47.11613,32.472435,-48.051403,-30.672825,-18.87517,-44.63811,-61.77366,-5.9627514,-24.413635,-28.372871,39.744434,-16.42658,25.49497,0.18107714,33.698467,-19.312788,18.767376,-54.409336,31.139566,20.643713,-14.900602,-14.154146,11.850279,22.845213,42.04595,-8.034955,12.212771,-5.6026564,-40.507893,10.132932,-13.268358,-25.447334,-13.061483,-41.993923,21.856926,-31.193384,1.3637756,28.178026,-7.36697,4.5557923,-31.248056,21.855146,29.796772,22.321463,38.56329,13.459546,54233,GSM2226740,0.0,2016
-151.83751,-90.54532,-84.03614,53.01004,37.686325,-76.92751,10.695153,153.58752,31.202904,24.007542,-7.290645,-24.669582,44.564644,-0.3890231,-42.870945,-0.09427422,36.333385,-21.249619,-17.975231,-16.884008,31.307276,-5.2068176,44.040016,41.52162,-9.293658,10.72664,21.75576,1.8835427,15.170971,21.515455,30.59629,2.17444,-21.916656,-12.83388,17.094496,-22.227522,17.429846,11.044949,2.5305035,-18.034452,43.199986,-3.5817323,-0.37353858,-14.034417,-2.2993267,15.940383,-25.321522,-12.872719,46.446053,-13.971172,54279,GSM2226892,0.006877541233046119,2016
-155.64822,-67.12909,17.884178,21.071493,-20.248024,-144.4888,-9.697782,-79.257515,-22.749605,-25.184776,-1.4687175,65.912834,9.073831,-43.057827,-61.854134,13.292257,20.688143,12.186714,1.4075979,30.720844,-20.808569,-5.0123496,3.2020657,16.154892,-15.620076,68.22771,19.38884,-57.056293,52.29967,-8.897748,-8.994645,49.580288,-2.5582087,6.6571307,-10.369567,2.6474175,-3.9107456,-9.140496,6.8841443,-36.046265,9.72701,12.527366,-1.536392,-10.488863,21.206337,9.589104,1.3490299,-2.507056,20.38618,-21.14801,54312,GSM2227599,0.003910294941413313,2016
-173.74385,225.79645,-133.5517,-19.974205,8.399197,39.17026,-23.050026,50.229446,45.33562,30.592434,-62.489162,31.886063,8.380805,58.278625,-15.275044,-32.932583,13.789113,27.092693,-16.962027,17.987526,-4.846616,-3.5036087,-29.57513,8.71903,5.4583554,7.110572,-2.6565626,9.53758,18.876362,23.68576,-3.951273,-14.908809,20.011047,7.3063717,16.34259,4.1929398,-14.721011,-15.062864,-6.3346553,1.4371717,6.398035,-23.721306,-1.4735894,-0.89459354,-3.1133409,-15.473385,2.462849,9.553718,34.43021,-14.59406,54342,GSM2228275,0.0028731228814517177,2016
-185.17749,-142.62318,-39.739502,32.68039,-11.101882,1.266479,-31.221228,11.275959,37.62957,80.688194,-32.11856,21.550465,-9.07383,21.520967,-4.444028,-38.643536,4.6245146,8.243079,29.94819,1.7556697,-13.67508,-24.379997,-15.076454,1.3562224,17.6878,3.3826468,18.95874,-16.559048,-10.271764,-8.536267,2.6643329,-23.361904,-11.736363,-16.41406,-11.619182,-10.258223,3.112151,5.3665624,-15.249587,1.7822592,-4.2433324,14.894645,-15.702826,24.356453,-6.6374936,10.888081,16.067366,15.553453,12.35424,7.2141347,54888,GSM2235550,0.015151166699200672,2016
-121.71572,-136.21028,-60.45039,48.17819,-15.367428,-11.180387,-36.020615,-36.592827,52.92645,23.115627,-1.5083414,18.7618,-23.981403,-37.65797,38.88606,11.2660265,4.8491096,15.8021755,18.597706,-20.780241,15.795118,-37.99619,2.1375604,-4.686245,-4.35053,-4.350217,1.6213912,15.5848055,38.36306,-22.453138,-33.843838,-16.540298,-8.786808,2.056976,-13.288604,-11.666859,-29.857313,-39.619507,20.837315,6.2037525,3.4478579,44.75923,10.654219,-37.78609,-19.373007,-2.7651832,16.641186,-46.677067,-6.928056,-16.603464,55287,GSM2242945,0.009902945814692669,2016
-127.468994,-146.99982,-63.090904,55.755424,-28.324753,-5.6986375,-29.9928,-37.68595,39.50318,18.518127,3.8057406,12.664446,-26.30421,-31.452478,36.718758,5.7065477,13.177241,10.4502535,25.176926,-13.657612,23.344826,-28.906027,-1.0124853,-8.62501,-7.1309223,-5.976139,10.847818,11.717172,26.76589,-25.544502,-31.444386,-22.968645,-10.725037,5.777756,-15.887921,-17.25547,-25.918104,-29.054941,20.546352,17.20728,10.391614,51.827282,13.351061,-36.710613,-22.532642,1.7077112,23.60042,-54.578247,-5.067812,-12.292989,55288,GSM2242946,0.002358083948469896,2016
-160.86009,-174.12486,52.828648,-74.91275,13.678264,228.88943,29.204014,40.222652,-3.7715483,13.316489,-39.46941,62.46776,26.457191,11.515407,-27.440033,29.637384,-1.4858826,71.70994,19.325523,-17.424559,-7.9574366,14.826928,-1.6459699,13.622624,1.2833825,33.067116,-42.12818,-8.2460785,3.4245057,20.128443,-4.232037,-2.264774,-2.5138075,22.77143,-18.790668,-16.139187,-6.0757594,-7.5468187,-9.501895,-9.534401,9.259938,-14.826256,9.616142,-5.1838746,23.93489,25.823957,-6.7595224,-2.6337495,-1.097901,-3.74054,59117,GSM2248157,0.014459351395201487,2016
-162.5024,-166.32468,53.254215,-58.155922,-10.441652,224.57198,30.710945,33.45238,-8.025554,18.496367,-42.227093,51.2332,29.625769,19.676542,-29.61614,22.39848,1.5891209,69.45407,3.992375,-18.668196,-2.0059118,23.279371,-1.2002861,16.855288,-3.0896142,29.152365,-36.610756,-4.5405807,0.77498204,23.205486,-8.816495,5.304055,-4.137884,30.87591,-20.574282,-11.410342,-12.959459,-6.123871,-1.9323281,-15.343662,9.215487,-22.505312,10.160818,-21.420023,29.220316,21.956493,-11.684605,-5.686203,7.2853727,3.1075015,59133,GSM2248173,0.013660853837267567,2016
147.44276,89.40987,281.81824,-32.843616,51.368404,13.844076,43.697166,55.59044,128.48277,48.924145,144.80565,41.742973,-40.9936,-47.08049,68.8999,8.13772,9.736923,-18.053436,-7.5571365,-23.743725,4.014002,14.628973,-42.598244,-7.3350563,-64.43684,0.28609732,0.07074138,-9.887409,7.193121,-12.788905,70.118774,-3.6905828,-49.68924,2.945828,13.441851,7.503634,0.6907157,34.617496,11.423818,-23.088774,7.556728,10.598089,10.194289,-15.186883,-12.708681,33.802185,-3.148613,-13.912726,1.4918084,-16.694456,59556,GSM2254722,0.336099150198737,2016
-177.4891,-92.29798,25.04743,19.872711,-100.58462,-113.59968,67.84648,13.371015,-24.177029,-68.285225,-21.821865,16.161892,20.975918,6.36657,-45.0043,9.667056,26.518356,-18.354887,19.200197,3.775756,30.104496,19.901367,0.46045142,-77.95599,-22.033476,-19.991852,-16.922102,-35.186413,-7.420053,45.604145,1.2280583,-0.8370478,-8.028846,1.6134478,9.79361,-39.497948,-14.116439,12.437963,17.154377,-42.477917,5.29926,-39.334045,-23.009155,0.55485344,-43.136883,-11.246164,-44.24703,10.633456,-35.051655,5.9286623,59613,GSM2255526,0.0,2016
-176.21964,-142.82785,-57.473648,68.97793,-6.150175,-24.965555,2.38019,54.33177,19.151878,42.395046,-5.4986677,-6.4066534,-17.38556,35.772705,-12.828885,-32.035313,42.127796,45.88378,42.51111,7.4673996,-1.4925188,-24.2835,-14.098335,4.0853176,45.451874,6.230749,27.1335,8.369054,-19.0573,1.2615324,27.967905,-14.649177,-11.600605,-0.9127382,-18.756933,-7.686158,28.270355,10.248307,7.1611037,8.103258,2.236772,5.3518877,25.469856,15.450704,51.45727,21.975092,-17.835276,10.115336,-20.484545,11.942457,59635,GSM2255733,0.003110838604339752,2016
-87.12101,-145.65535,-145.38478,82.11381,79.680046,-79.64316,-7.217195,54.1525,7.9478,-21.645525,24.074074,81.013535,28.494324,-64.78062,-55.281677,18.323002,3.0216465,-23.836908,-8.274099,23.4971,-26.496773,-14.784307,25.061852,36.91054,-49.657406,52.259003,-7.516922,-23.451054,-1.8246019,-11.619881,-0.3471871,27.396267,-12.518008,19.358868,3.5422113,37.657204,-2.6763783,0.67439526,-9.493261,-8.085779,0.50790775,5.0265665,6.301905,23.685314,3.1453958,47.82157,5.0795264,-24.683952,-2.9306505,-35.121876,60097,GSM2261534,0.0,2016
-156.34013,153.7466,-31.798418,9.085371,21.472992,-9.899066,-39.7906,-34.61165,46.503708,32.03018,-46.358505,44.13533,-60.02814,66.90526,-73.87214,38.773003,-24.517967,16.679083,33.305534,-24.562117,-68.63264,-2.154114,-33.649338,-17.41822,28.330746,15.446374,-18.703642,21.338608,23.12204,31.741613,-3.9527228,9.932545,-28.001373,-35.36291,-10.328771,-7.944645,-2.286227,-29.233025,-3.0726516,-16.291513,-18.3771,-12.762796,5.142151,-26.45078,-0.04459089,-30.003428,-27.41881,24.429228,13.549169,0.7857346,60228,GSM2262898,0.004323747878477259,2016
-172.82993,-116.014435,-51.38267,29.13562,16.511616,-90.40349,-43.666157,32.594913,8.324785,42.143463,-47.48046,62.336555,41.84323,-18.289333,6.2790003,-5.7535205,-6.6743083,-14.781329,-43.649746,-8.728302,-28.189537,-28.786253,16.408335,38.423794,-27.826738,48.038742,-19.154696,-26.559786,-9.02675,-1.2369431,0.45977992,33.41109,-7.970803,-7.332866,-2.1933334,17.165295,-2.8538754,10.099468,0.80944407,-12.0686035,-18.926113,12.548517,-22.518442,4.604666,16.506916,4.654783,-0.8892517,-1.097713,11.453265,-20.161722,60482,GSM2267062,0.007888545544152513,2016
-184.38945,-105.70325,-46.751133,-10.893844,31.10649,-81.00735,-43.100304,72.51776,14.044618,38.414192,-39.249813,45.87509,67.63076,-13.650152,-7.6312757,4.4868946,4.6880527,-21.654753,-66.95789,-0.9912059,-23.79888,-29.490297,31.503284,40.501915,-39.35243,57.686604,-22.734583,-10.878892,-6.4822097,8.776471,3.1297772,50.596268,-11.502798,-17.131405,-9.038357,14.202321,13.523939,11.870267,5.0014524,-21.744352,-15.59141,17.86666,-16.453588,-4.2791834,33.354023,5.7895656,-9.1882515,1.9117804,17.571009,-26.933863,60484,GSM2267064,0.007942547991141599,2016
-87.794464,170.28906,-49.684082,135.2079,-18.81844,39.147156,8.621175,-27.943079,-75.34047,54.255013,49.201748,16.557934,122.6513,1.5021665,-1.6343882,-21.74466,-6.931865,25.2231,-1.7375063,-6.4742823,-21.17196,-37.83259,31.173714,-11.199219,10.893376,-13.280705,4.898939,28.135677,5.030851,-24.716549,17.831106,-0.5354529,20.379253,-7.2053466,13.577322,-17.136065,9.671683,6.452167,15.755056,-6.5800543,32.661476,1.4234706,1.0977926,-11.116721,-0.8285697,-11.604208,-5.9166737,-14.140973,14.740281,-17.098799,64837,GSM2274975,0.007092983013475613,2016
-188.23987,-139.81224,-40.948826,26.019676,-100.33544,6.4060593,-39.341187,-21.00497,21.35603,1.9782126,-15.356386,-1.319764,-13.252841,-13.214282,57.405746,7.0445876,2.4778183,-0.46893552,1.1952962,6.8836164,27.760458,-11.510424,-25.55755,-3.7621367,15.8283825,19.653505,27.696213,-1.553327,-19.724388,-13.311598,2.5878775,-1.8189746,-9.865286,-14.252545,9.83442,16.204021,-9.497839,-19.054996,26.618963,-6.9845033,9.13486,1.4123005,-25.540316,-0.27762732,-11.327411,0.6224076,4.634564,8.195409,-15.817622,5.5855374,65149,GSM2280139,0.002894857806420936,2016
-186.233,-116.625534,-72.085,65.981895,-33.324093,-78.17269,27.634083,89.492,-1.3467569,65.93294,-24.07582,-3.441568,5.298945,41.785553,-8.653596,-25.774418,30.145174,10.070191,10.346326,-28.011232,-12.418357,0.67025656,-32.254883,16.290222,43.02925,3.1293561,-5.199701,-13.571753,-18.881079,-2.6583998,40.38391,13.590464,9.732004,7.117001,0.7009691,5.7296824,17.084032,-2.5045676,7.9225063,6.1485286,3.1168647,17.961498,-0.42593586,4.033081,2.5731602,-5.247192,0.51465774,31.498142,10.911529,1.1406012,65181,GSM2281356,0.0031879901856480836,2016
-95.41261,114.44814,364.80817,76.82392,62.35847,-37.298313,-47.36346,38.4895,-47.908096,52.97469,-17.22932,102.224014,24.80769,68.64702,93.46236,1.6666543,-11.753623,-85.02524,-29.791985,0.58338773,32.60873,-28.40202,-20.21538,-25.839886,-5.7248545,90.26689,-13.281885,4.8691764,-13.459685,25.551619,-0.45877954,26.926016,17.155495,-18.482735,8.337326,-13.215705,-16.105593,-0.097342044,-24.6967,6.9165797,-31.02451,8.8952055,20.28417,-27.353476,-27.85547,-29.543318,-16.691477,-33.499973,14.121191,10.015825,65383,GSM2285798,0.44024623937646407,2016
1408.0645,-25.642159,-44.10991,-82.888306,-64.27846,-4.369306,-49.857113,29.197334,-36.790306,6.499717,-34.10288,-3.255537,3.0282154,25.50413,-3.5524929,-2.2509923,0.2616078,-10.777897,26.558489,10.128753,-5.4757,-8.959501,24.802032,-2.272297,7.088848,-9.239635,9.377741,-0.93932337,0.3713114,-0.91186863,-8.864261,14.550672,20.290482,-5.9101367,-17.929571,9.152521,-15.089668,-6.280076,-1.3959751,2.2138066,5.2181726,-4.8954525,8.519993,2.6981251,-1.7451677,3.4166212,-2.8879552,-0.5892718,5.5300927,-0.058692,66137,GSM2288746,0.3477757106066559,2016
1431.5673,-27.66788,-47.152195,-88.59992,-68.92504,-5.5036373,-54.08458,31.445599,-40.30432,6.2396245,-38.902966,-4.227102,4.1319246,29.258348,-4.563967,-3.6323073,0.097619,-11.746751,30.839794,10.33772,-6.4145203,-10.670352,29.303345,-2.4570112,7.394735,-10.920726,11.067991,-1.0684507,0.19336288,-2.0079317,-12.056976,16.73089,24.750422,-6.4214315,-18.856878,9.065209,-15.346355,-7.549286,-2.125421,2.7497058,4.7010684,-5.843262,9.325819,2.9916353,-1.1847245,3.5281837,-3.0285342,-0.5720887,5.3065553,0.27572352,66367,GSM2288976,0.3477757106066559,2016
1387.4808,-23.861269,-40.67205,-78.18903,-60.75396,-2.6850965,-46.633724,29.12117,-33.763508,6.517919,-29.825745,-3.598131,2.0240352,21.796492,-4.1565237,-2.021559,2.3514597,-9.307857,23.618876,8.329164,-6.4028025,-6.899615,22.123709,-1.9037983,5.0481334,-8.688141,9.402093,-0.7548126,-0.052497834,-1.8522115,-7.6489453,13.710206,18.474142,-6.0402946,-17.153263,9.235403,-14.268068,-3.6740024,0.25065598,2.6738029,5.864857,-5.0511537,7.539774,2.1848688,-2.4615605,5.062951,-2.031973,-0.3585582,4.331984,-0.54962826,66477,GSM2289088,0.3477757106066559,2016
1391.3889,-23.683844,-41.982304,-80.34738,-60.693947,-3.0676007,-48.08963,29.322987,-33.760788,5.4838295,-29.71312,-2.175478,1.5800713,22.91927,-3.4766114,-1.978589,1.4174154,-10.139646,23.760202,8.982614,-5.7869816,-6.9113326,23.810934,-1.0639596,6.0899324,-8.843934,9.045148,-0.4819232,-0.49479333,-2.3842762,-8.238918,14.476654,18.7581,-5.9445214,-16.405289,9.027238,-14.091127,-3.9617026,-0.89044285,2.8599727,5.2806993,-6.0351434,8.213309,2.1782722,-2.9315093,5.6636395,-2.3656192,-0.86870706,5.131584,-0.42039856,66533,GSM2289144,0.44835603980821803,2016
1443.3617,-28.223854,-48.360813,-90.35422,-70.868484,-6.0102367,-56.523335,32.31884,-42.889523,6.156874,-40.68463,-4.4277883,4.1663857,30.425722,-5.3597617,-3.7238991,-0.53219116,-12.560339,32.4986,10.328087,-6.6024604,-11.819468,30.64383,-2.8089156,8.438478,-11.649025,12.223596,-0.86754113,0.20057835,-1.1697756,-12.649017,17.258057,26.214964,-6.5375113,-19.251797,8.85318,-16.310936,-7.918447,-2.0027518,2.6886396,4.0394077,-5.676527,9.231496,2.535393,-0.4406796,3.1861937,-3.0699284,-0.8072206,4.8340616,1.1246274,66577,GSM2289188,0.3525942396010158,2016
1430.5785,-27.646362,-47.038193,-87.84335,-68.85936,-4.958674,-54.22018,31.057573,-41.227097,6.7618313,-37.87459,-3.7673147,3.7039282,28.54869,-4.844824,-3.311173,0.24959396,-11.914855,30.323652,9.993283,-6.2042103,-10.322277,28.094538,-2.7465754,7.598791,-10.660278,11.2746725,-0.93857765,-0.29297552,-1.1066414,-11.455498,16.621124,24.344736,-6.730013,-19.183893,8.73848,-16.218546,-7.4677544,-1.6482888,2.4097254,4.441058,-5.6327615,8.881463,2.6563356,-0.22412172,3.2826219,-3.2191598,-0.4942357,5.4739704,0.6243484,66620,GSM2289231,0.3477757106066559,2016
1441.9127,-28.327675,-48.38215,-90.10135,-70.89443,-5.6254025,-56.064487,32.037186,-42.58852,6.265219,-40.169178,-4.505539,4.083207,30.195374,-5.1975794,-4.0071273,-0.33480388,-12.910149,32.283337,10.384375,-6.6778827,-11.649384,30.436214,-2.9986222,8.510112,-11.074971,11.78346,-1.1372279,-0.049049906,-1.3403529,-12.606782,16.65016,25.763927,-6.391945,-18.821903,9.581097,-16.243002,-8.426139,-1.9750651,2.1861417,3.8265364,-5.2557077,9.520426,2.7344246,-0.0029359118,3.2686346,-2.9665453,-0.7486039,5.0154033,0.81905186,66804,GSM2289415,0.3477757106066559,2016
1432.7125,-27.31599,-46.793575,-88.24079,-69.249756,-5.120717,-54.659386,31.516085,-40.969387,6.3301544,-38.440384,-4.188643,4.0858755,28.901018,-4.8847485,-3.5450053,-0.30031443,-11.753521,31.003424,10.472907,-6.4673486,-10.831912,28.806946,-2.424255,7.417819,-11.299816,11.235616,-1.0178325,0.31821394,-1.3256541,-11.938382,16.608648,24.670328,-6.674182,-18.431147,9.140488,-15.711222,-7.4844427,-1.7050667,2.9408658,4.47488,-5.7035227,9.583651,2.4141731,-1.086871,3.9808176,-2.8610399,-0.60604197,4.906681,0.7063837,66944,GSM2289555,0.4032335100200887,2016
1425.5273,-26.965054,-46.38787,-86.55598,-67.413345,-5.0384865,-53.298157,31.20874,-39.70276,5.7532644,-36.98429,-3.7305672,3.5346498,27.957478,-4.7519884,-3.2963753,-0.25811324,-11.339296,29.779482,9.912173,-6.1969104,-10.139736,27.897705,-2.2742329,7.1377563,-10.809551,11.300049,-1.0160974,0.07052656,-1.1071544,-10.622963,16.35054,23.903393,-6.7843437,-18.299015,8.760554,-15.379565,-6.7055,-1.3377861,2.9246202,3.9112275,-5.731851,8.779401,2.4737616,-1.0824871,3.9549606,-2.2882173,-0.82930803,4.7555194,0.84753776,67056,GSM2289667,0.44835603980821803,2016
1350.303,-16.566483,-36.089252,-71.87504,-52.554222,-1.4976355,-40.677517,26.648512,-27.246693,7.007566,-23.062239,-1.8079925,1.6294098,15.045685,-2.8298864,-0.69748044,3.03514,-5.2448754,19.349325,8.50863,-7.132192,-3.993304,18.347357,-1.8716054,4.7437806,-8.782674,7.230185,-1.0897304,-1.3850504,-0.43680993,-4.74654,12.398851,16.57398,-8.777775,-13.765226,6.111075,-14.401171,0.97510964,1.6613659,5.26499,6.5299697,-7.056309,6.8554535,1.3568627,-5.572328,6.497458,-0.75053453,-1.0463731,4.0827336,-0.0016421996,67300,GSM2289912,0.38138250142586244,2016
-186.3812,-101.26,-0.17877543,32.59026,-57.983448,-93.53381,-25.499048,-21.33002,1.5502095,24.749754,-27.056326,31.970957,2.6051316,23.536474,-13.603464,-19.910343,4.750124,7.1295676,48.747692,14.97287,-6.846477,-1.1038064,-6.038604,19.99476,-17.772932,-6.4258294,0.69543463,-36.508854,10.430753,13.5560665,18.957664,-15.553849,-40.194042,-28.798912,-10.666027,-24.108793,-6.36121,7.255583,18.648863,-2.586922,-8.957934,-7.9971323,-14.590383,2.4914393,-7.388495,-15.056519,-18.733316,-6.114122,11.895606,10.532421,67869,GSM2300449,0.0023490058794304615,2016
-175.4051,-18.504969,-32.292404,-62.210567,100.72661,-62.57473,18.486406,122.587685,-76.865105,-25.206776,-6.872289,89.11212,49.83593,2.3583758,33.223133,86.72653,5.595674,-10.823841,-24.171616,60.793217,3.3557396,103.864296,9.99556,59.74989,-13.691837,-17.048801,112.939644,51.158833,9.930226,-35.77783,2.191525,-69.18937,4.275831,6.3014984,2.811763,-4.8148932,7.661529,-2.9957025,10.328477,-14.733209,-4.077349,-12.831562,7.643109,-24.964777,-14.918741,-24.321001,1.5957296,17.255945,-5.5980206,7.5981445,68013,GSM2302123,0.005162732184694882,2016
-161.76529,214.64479,-5.638116,5.006132,-98.956474,-2.029166,37.598156,-41.078354,-59.593212,55.092716,5.2459483,-14.455682,106.91822,3.9548116,-25.739542,-46.62349,1.2437013,26.132828,33.127125,-15.444748,-60.9096,-4.279393,-22.422312,-7.9521236,-16.955475,2.4960482,-5.9914083,24.957495,9.865623,0.65760034,24.829153,-0.27962393,-43.32898,-32.517002,-24.108421,-16.499342,-2.912996,-1.173764,-2.6163392,-25.27074,-7.930084,8.853234,1.4182737,-4.9833765,3.363485,-2.609527,-6.8283176,-19.862114,-1.8358296,7.3123884,68064,GSM2302435,0.0012373702887162196,2016
-176.37743,-178.71,9.668677,16.155657,-33.348995,152.74106,19.83834,-5.430301,-28.386667,43.362473,-52.454185,36.37297,-14.503662,31.847263,-34.480465,-26.348057,-10.2914915,19.38941,-1.2318211,-2.4312124,-10.015437,28.175114,-24.773365,12.362669,-1.8913965,35.769882,8.925715,21.598625,-17.881708,27.839653,-5.6967993,-5.526396,-5.0610895,34.87486,-6.6859426,-11.018291,-14.8432455,11.361384,19.074026,-0.053374115,-3.7402694,4.3069997,25.972359,-21.555542,16.508436,22.314154,2.0934858,-4.1119084,15.361158,-4.442358,68124,GSM2302983,0.016587459261964643,2016
-171.1078,-121.44605,-71.123,55.04822,-89.65549,-78.12264,-25.219315,23.77468,55.842167,-11.220265,33.699306,-22.099562,-17.148624,-18.363873,26.37026,17.033508,32.462288,-3.1540687,14.67806,24.685349,17.489063,-41.423157,-21.685957,-1.3156074,25.984005,8.968493,0.10279,-9.878407,22.724583,16.791605,6.0479345,-29.46153,-33.846687,-2.8075407,-42.842487,-12.913081,28.498447,38.159855,-48.41896,6.349727,52.369255,-66.26969,67.12733,-42.602757,49.127735,-10.413813,30.868376,11.528325,-12.814306,12.670813,68234,GSM2305460,0.03728217016166218,2016
-157.58623,-73.32146,7.059319,6.546224,-6.4711637,-11.629675,-65.10591,-105.1752,-26.51157,4.91147,-11.902676,11.279944,-0.741393,30.590797,-34.279015,-35.078884,6.6075106,-1.0262367,25.380825,-19.14497,-42.23406,51.906048,-8.951432,7.306,10.455365,24.881393,-5.455981,-20.440624,-28.838291,-4.1187773,5.6579194,-26.785145,-40.927376,-30.675062,54.750168,34.830452,-96.935715,29.897137,13.4778,-30.375576,2.6686885,5.4278274,11.3319845,-23.512512,39.67392,-26.25277,-25.465096,-5.0244117,-14.81913,-4.311072,68408,GSM2306252,0.007621674337750255,2016
-143.20006,-42.010956,86.16023,113.01807,-28.820724,-53.481987,-41.9672,21.170103,48.812965,20.271902,23.151875,6.26761,-12.526127,-2.3060107,-95.86023,-41.642563,-0.33166254,-4.7553067,97.37997,25.583788,-2.389544,-4.704814,-41.903748,9.392927,3.3993342,37.94933,-5.0318875,8.371946,7.7648697,39.391933,11.065935,-33.971786,-38.12793,-29.083529,-31.42887,-34.74323,10.047353,11.873755,-49.34575,8.801769,-16.112623,-58.72882,33.41987,-33.039387,28.70716,-27.774706,-10.896855,8.722332,10.233119,29.47753,69077,GSM2309481,0.0,2016
-93.60938,-89.14556,27.98267,67.088486,-31.098156,-65.19646,0.059631497,-75.33148,21.111542,25.61296,-28.847404,2.3157337,-14.09765,6.612257,-20.304453,-21.700937,40.58471,19.554604,19.059124,-44.803555,-0.24588138,-25.068327,-12.675703,15.306553,6.332231,4.4418755,14.87611,14.000169,-4.7349277,5.186215,2.2861698,-17.65905,-4.7023506,-13.161515,-31.017519,-32.954674,15.654263,30.546251,-53.436096,1.030828,10.318068,-67.344,28.706642,-34.781574,24.725767,-30.007715,3.366237,-14.543428,-0.21603304,13.533576,69082,GSM2309486,0.02815449106875396,2016
