gene_symbol,tsne_1,tsne_2
ERMAP,73.99533,-2.3752294
ZNF691,58.115982,-9.9336
AIMP1,102.608246,-31.343029
SGMS2,59.818462,-34.309387
METAP1,94.88934,-16.913849
DNAJB14,116.57071,-24.278286
H2AZ1,101.49707,-47.330128
EMCN,35.834698,-41.24699
SLC9B1,44.14569,20.214834
SLC9B2,71.911224,-2.6328206
BDH2,78.5124,3.8013585
PGRMC2,101.18988,-21.568834
CDC25A,55.549023,-56.215717
CAMP,44.84396,71.1932
ZNF589,78.01351,5.9022756
FBXW12,47.16172,31.604084
PLXNB1,57.714066,-36.814754
CCDC51,66.91368,-13.486779
ATRIP,70.40427,-15.758967
SHISA5,104.6675,-39.492973
SPRY1,56.530277,-26.299757
BSN,39.57235,-22.101877
APEH,94.49994,-38.43199
INTU,84.72958,10.017457
RNF123,72.05282,-36.97287
HSPA4L,55.040913,-35.038845
MFSD8,85.90251,2.9575794
ABHD18,86.1273,3.5393937
CAMKV,23.78524,-30.202374
MON1A,65.21341,-10.441934
MST1R,28.355675,-15.622683
RAD54L2,108.18743,-15.239746
TEX264,72.886665,-27.604694
GRM2,32.178295,-21.760824
DUSP7,67.90164,-29.583906
POC1A,54.76642,-54.947144
PPM1M,96.21871,20.243914
ETNPPL,11.997466,-30.204561
WDR82,109.11483,-35.838497
PITX2,22.759754,-9.593264
C4ORF3,104.62691,-32.156292
PRSS12,43.01927,-32.9383
NDST3,24.314592,-32.65597
HMGB2,104.423706,-37.346294
SAP30,67.843925,-9.439005
SCRG1,64.18597,28.596674
HAND2,30.252832,-35.639214
MAD2L1,59.65769,-54.432526
ANXA5,102.858475,-47.738857
SMIM43,7.1072335,10.607631
ADAD1,-28.455547,-56.120693
MAP9,64.33866,-0.8961043
GUCY1A1,60.341137,12.930657
FBXO8,71.39312,-5.592448
CEP44,80.85934,-2.410509
HPGD,51.926388,20.016079
ASB5,4.957937,-20.06658
C4ORF45,-3.543472,26.65437
TMEM144,61.758022,6.442846
GASK1B,64.50094,5.3433805
NPY1R,30.911383,-33.011303
NPY5R,-4.8532653,-19.396633
NAA15,101.33562,-33.858826
IL15,66.51672,15.794031
FHIP1A,51.780983,-27.300055
ARFIP1,94.02935,-12.556379
ICE1,101.13513,-23.6908
HHIP,53.701797,21.404783
ANAPC10,70.632706,-7.563464
ABCE1,101.94002,-34.75789
OTUD4,103.91826,-18.885515
LSM6,83.54685,-12.900163
TMEM184C,94.66265,-12.316831
PRMT9,72.05364,-4.3028164
ITGA2,58.809963,-34.252666
MOCS2,90.21214,-13.1437435
SLC45A2,-6.857121,-7.8735585
EDIL3,44.656097,-33.96811
TMEM161B,87.16911,-0.6753297
ELOVL7,61.42356,6.1563125
NDUFAF2,85.970024,-16.317375
ZNF474,4.8354764,-25.5311
LMBRD2,87.772514,-4.7159276
RANBP3L,38.619663,31.348026
NIPBL,114.592415,-32.555874
RNF180,34.087982,-31.485373
ADGRV1,79.52325,20.722807
SLC25A46,100.29418,-22.519062
STARD4,83.18228,-5.754237
PGGT1B,96.30544,-4.1115146
F2RL2,48.79491,33.52255
CCDC112,68.67128,-8.316566
ANKRD33B,73.00265,11.337142
CMBL,56.98609,-33.05414
C5ORF63,54.783886,13.749556
PRRC1,104.156746,-25.229662
F2RL1,46.227375,-13.97628
AGGF1,96.52249,-11.2989
WDR41,99.68472,-14.029688
PRDM9,23.642149,51.210976
NDUFS4,84.7555,-18.243103
SCGB3A2,61.233883,33.111
SPINK1,35.502396,31.262547
HTR4,-5.6369796,-26.85238
ESM1,12.925831,-10.65781
GRPEL2,83.86424,-8.661186
CDC20B,48.7749,46.78757
ARSK,66.63196,-5.35187
RHOBTB3,62.72396,-41.841564
GPX8,47.247257,-33.162827
TIGD6,57.809177,-6.17668
SPZ1,-28.222523,-59.81775
SERINC5,111.73415,-17.706882
ENPP6,38.675312,30.913095
CAGE1,16.4109,33.83359
CASP3,98.41355,-20.810831
PRIMPOL,68.19866,-5.6841526
ERAP1,112.630875,-15.769306
ERAP2,93.37942,19.497578
CMYA5,55.381367,20.690514
EGFLAM,32.018238,-36.026352
CFAP97,100.881676,-14.962529
TMEM174,-28.514238,-66.3369
CARTPT,-6.955157,-22.389008
RICTOR,113.04237,-23.971733
TENT2,104.057556,-8.375055
EBF1,71.08497,25.163065
ANKRA2,72.62554,-4.4307947
UBLCP1,93.37723,-13.735784
FAM170A,-22.83879,-55.76683
UTP15,81.32475,-4.8256054
TLR3,61.020638,7.162694
KLKB1,11.212291,-29.92656
NSA2,99.42936,-43.11954
GFM2,91.09379,-12.304591
TERT,39.324997,9.635799
SLC6A18,-26.89091,-59.8314
CCDC127,88.75129,-8.9808035
FOXQ1,21.367893,-17.056887
LINC01600,2.726027,-6.221872
ADGRF2,5.588463,-42.959087
ACSL6,58.091747,18.062553
IL3,-22.27899,26.719564
CSF2,8.320707,-9.70066
SEPTIN8,63.700283,-38.9072
SHROOM1,52.41157,-20.98844
GDF9,28.081766,-5.9040885
UQCRQ,101.44643,-37.714077
LEAP2,46.485962,22.900845
GJB7,19.010818,36.85753
SLC35A1,85.6912,-11.555009
GRIK2,65.149376,28.297962
CGAS,89.0908,23.278008
FABP7,26.39312,-31.365112
TLX3,-9.781893,-4.4049683
TXLNB,34.138027,4.009172
CITED2,81.64713,-36.81323
CALHM4,-13.672071,-20.500534
TBXT,-14.027178,-26.38285
CREBRF,101.02888,5.903201
DCBLD1,59.957787,-33.575996
SFXN1,101.976234,-31.833492
SAMD3,67.205414,58.145954
TMEM200A,39.12354,-34.437477
IL22RA2,-21.416594,-51.25022
DACT2,12.028364,-17.444544
PDSS2,75.6942,-5.789887
SPATA48,-27.69701,-65.3646
STXBP5,103.21129,-6.1617146
H2AC1,-23.397005,-79.300575
IL31RA,49.86511,33.11637
ANKRD55,50.447304,54.020824
RAET1E,49.138847,23.219837
PI16,15.770525,-23.154377
TBX20,6.287141,-5.1023035
DAGLB,87.910866,-6.65088
KIAA0895,48.62553,-23.47638
STK17A,104.38713,-9.963487
TRA2A,112.48425,-30.41092
FAM183BP,-6.9502506,53.758396
GALNT10,101.5589,-19.001743
SAP30L,102.27607,-2.0636418
RPS14,105.91944,-55.523884
HCN1,50.78746,25.628082
MYOZ3,39.39283,38.386684
COG5,96.17443,-10.9823065
NEUROD6,-7.1316566,-21.889488
BMT2,71.661,-4.9815345
GPR85,67.82568,37.019775
SLU7,104.14583,-31.017105
RP9,77.75129,-4.7285147
PTTG1,60.54238,-54.928288
CAMLG,104.412476,-14.160714
FBXL21P,-5.6341114,-14.467073
BMPER,37.029816,-34.796772
RELL2,55.582035,-15.058348
SMAD5-AS1,1.7215753,30.23178
KCNK5,30.797092,-15.077616
KIF6,61.009754,26.097158
ZNF12,96.0942,-9.061403
SLC29A4,64.64027,6.8284583
TEX47,-24.700113,-65.21041
STEAP1,41.705482,-31.019476
CDCA7L,76.90662,-10.994548
SP8,23.525263,-26.755693
MIOS,94.2239,-9.973837
ELAPOR2,63.76152,2.5922515
USP49,84.572395,4.4713535
INTS4P1,41.31187,33.598232
SYTL3,92.20734,22.213158
IQUB,27.125692,-9.96678
HEY1,44.809105,-22.927559
ZNF704,53.44089,-33.91084
FABP5,81.91299,-16.32347
SHH,35.13775,31.428022
TAGAP,70.81081,58.47335
COL1A2,52.00315,-41.00699
FNDC1,32.63621,-37.701797
CHMP4C,29.50178,-17.17399
SLC13A4,55.669632,17.921171
PGAM2,6.5779896,-20.09541
BRI3,95.45116,-31.229555
LMTK2,76.68202,-35.100677
SLC35G3,-31.835207,-58.845276
CTSB,112.09708,-42.27542
SOX17,16.10198,-20.640207
SEPTIN7P5,-66.28841,-58.983074
DLC1,48.43459,-37.183414
ADCY1,40.70484,-24.25062
C8ORF48,30.424656,-34.43472
SUN3,1.4991862,-3.9220645
C7ORF57,4.77742,-25.566248
HNF4G,9.980537,-27.171696
PEX2,94.27969,-13.00074
RAD21,103.63093,-47.27374
SLC30A8,31.12259,51.069065
MED30,67.809296,-12.792752
TNFRSF11B,37.800247,-34.641117
SBSPON,55.186455,18.177273
PHKG1,51.241028,7.562623
EN2,9.337276,-4.7307487
KCNV1,57.60333,34.435265
CSMD3,57.496082,34.1279
SPIDR,99.2955,-7.474769
ORC5,74.699844,-11.549208
DEFA5,0.26541188,-36.776173
DNAAF5,77.15487,-28.77068
DEFA4,-24.602655,70.77916
DEFA6,0.19570069,-36.84979
OSGIN2,86.76313,-8.059277
DEFB1,6.601853,-36.245537
SUN1,91.57884,-44.16488
OXR1,101.442856,-13.712741
TMEM74,25.171272,-29.437338
FAM86FP,13.954403,0.5927756
GPR146,40.88408,-5.1999307
GPER1,40.58122,-10.45193
UNCX,-6.112779,-14.974478
TMEM184A,52.69812,-26.135069
NOS3,58.6806,12.894347
SPAG11B,-31.481035,-65.320984
MICALL2,58.52165,-31.327415
CA3,8.320087,-19.597425
INTS1,89.1885,-44.09912
CDK5,67.018326,-14.451675
SLC4A2,87.59616,-38.14246
SLC7A13,-14.3530245,35.728554
FASTK,74.796745,-34.543484
TMUB1,65.7771,-22.38514
FMC1,62.598553,-4.680715
GBX1,2.9277785,-18.500399
PHAX,95.86209,-16.546284
ALDH7A1,63.28245,-42.441788
FOXK1,109.62405,-18.258701
COX6C,98.35885,-35.577106
OSR2,22.362427,-8.901905
YWHAZ,103.61387,-55.348976
BAALC,36.094242,-31.79726
FZD6,57.07749,-36.561287
CTHRC1,38.773396,-34.381996
SLC25A32,85.52573,-8.929377
DCAF13,92.6415,-26.364847
DCSTAMP,-21.76485,76.50947
TP53INP1,103.00849,-3.9067256
INTS8,103.20974,-16.728132
VIRMA,108.91251,-26.327381
FREM1,32.67087,-35.74252
GEM,42.710934,-35.02118
PDP1,95.05421,-9.750042
TMEM67,73.338036,2.0736089
WASHC5,98.341286,-22.711588
RPP25L,66.00684,-13.401606
FAM219A,65.66422,-28.125353
C9ORF24,6.101928,-25.898727
SNAPC3,93.91291,-11.01987
MYORG,78.89513,-1.1935328
NUDT2,66.97367,-13.566695
TMEM65,100.54759,-3.2265053
PSIP1,99.21209,-43.964787
CCDC171,64.91435,9.121782
UBAP1,100.46385,-19.823114
DIRAS2,28.24533,-28.437702
SYK,72.421104,54.768047
NIPSNAP3B,57.58715,12.432522
ABCA1,82.54895,1.2481567
NFIL3,98.48976,13.131674
LETM2,64.766754,1.1886889
METTL2B,94.48491,-3.0816374
PRKACG,-37.87281,-61.392498
FXN,78.79149,10.679093
ZMAT4,24.722456,-33.16415
NKX6-3,-16.82867,2.798488
TMEM71,65.7468,58.503304
MAMDC2,36.81247,-34.6305
PRSS37,0.21803877,42.984768
CPA6,-8.451415,21.61338
C8ORF34,41.095154,31.842527
TMC1,55.63866,38.201004
ALDH1A1,64.16326,5.441142
KDM1B,86.46264,-3.1763952
HGSNAT,101.40031,-18.863525
RASEF,30.004433,-17.687654
GKAP1,64.68109,3.4187016
KIF27,70.69279,5.181004
C9ORF64,66.17941,-1.8135457
HNRNPK,104.67349,-55.26568
SSMEM1,-24.039885,-55.19036
ENSG00000165121,61.85928,9.272074
SVEP1,41.721794,-37.23129
TRPV6,22.648314,-12.870639
LLCFC1,-31.678686,70.64448
ANKS6,62.245907,-32.475155
FBP1,62.72595,54.7737
PGAP4,44.30484,-33.276093
ZHX1,100.49931,-13.442085
CFAP47,5.591988,-26.574394
CYBB,67.40311,53.153133
DYNLT3,86.08488,-11.608871
METTL27,30.595392,-10.384269
MID1IP1,81.36068,-35.213886
NCF1C,63.52082,58.86383
SHOC1,39.56864,23.38742
CXORF58,-1.9258066,-1.7882106
KIAA1958,78.82134,-0.58394146
PTCHD1,53.876987,24.313211
RNF183,1.5923084,-31.606766
ASB11,5.287221,-19.50889
PCDH19,33.319744,-31.173967
PIGA,72.53301,-3.8042812
VEGFD,11.039692,-18.97079
OR1Q1,-14.765153,-55.003826
OR1K1,-11.889409,-50.68352
STRBP,95.45681,-18.93174
CLDN3,25.327326,-16.15344
GAPVD1,110.04931,-27.340082
CARD19,99.2719,15.91205
WNK2,50.511,-28.09529
ATP7A,93.67861,2.41466
ZNF367,55.48445,-53.133747
NLGN4Y,40.196808,41.979206
HDX,55.88153,15.608346
NDUFB6,85.00957,-18.496141
AQP7,24.242865,-22.551363
NOL6,89.18747,-35.72283
AQP3,72.107216,6.782724
TRMT10B,75.24244,3.6464736
VCP,106.71878,-50.356407
PIGO,80.41939,-26.533476
STOML2,97.03656,-40.5507
BRWD3,108.98136,-12.181633
SLITRK5,58.93413,22.141722
MELK,56.72743,-56.27567
ARMC3,40.50737,28.510155
OTUD1,74.99407,-2.5642123
ARHGAP12,101.56319,-14.42659
FAT3,36.028206,-29.97915
DEUP1,1.7060355,-26.266144
HECTD2,53.291653,-32.34732
SLC7A3,19.684868,-29.846273
FBXO33,91.13325,-7.5049896
INTS6L,75.200714,7.2216177
GPR101,-6.904676,-25.559107
CLDN2,10.161531,-27.630758
LRFN5,28.074247,-33.50943
LRRC18,12.89524,32.177803
SPTSSA,91.02068,-15.077317
WRN,93.14777,-4.2638683
MARCHF8,82.89858,-2.1942854
TSHR,67.320145,31.00208
CFL2,89.5658,-12.694776
SUGT1,110.492775,-27.946178
GTF2A1,98.7977,-11.979552
ZCCHC24,57.988224,-29.351416
PGM2L1,87.68067,-1.3134346
PHYHIPL,25.627373,-32.251072
SLC16A9,36.541496,-16.398813
FOLR2,47.767063,66.091965
INPPL1,91.21809,-44.030155
PHOX2A,-8.841366,-17.501162
MBL2,11.085088,-34.02869
GJB2,27.227938,-16.616709
CRYL1,63.47244,-13.522087
REEP3,97.71758,-29.231424
HEPACAM,67.50522,38.74062
SKA3,55.720783,-55.612953
MICU2,95.43442,-12.609111
DDIAS,54.89793,-54.26563
PCF11,113.456856,-24.84766
PKNOX2,38.190025,-28.343369
RPL10L,17.54165,-84.09968
LRR1,71.396164,-8.445182
RPL36AL,98.90604,-35.508465
DNAAF2,69.94482,-12.391722
DEPP1,48.311592,-36.153893
MAGEC3,-11.515984,-22.641817
ZNF22-AS1,41.417988,3.6016436
ZNF22,81.67823,-11.042384
KLHDC2,98.38915,-23.976704
EML5,56.48125,16.72039
NEMF,111.93664,-28.65252
RPUSD4,85.561,-15.48061
ARF6,108.70201,-37.04807
TTC8,55.650085,-32.184765
TMEM63C,32.889835,-21.191628
NGB,-6.7851863,-21.119385
NOXRED1,35.120865,1.3109282
CDX2,3.7913654,-33.70653
AMER2,28.827665,-28.319431
AKR1E2,38.20394,0.35488835
KBTBD6,79.923355,-2.9784708
SSX5,-14.614094,25.100262
SSX3,-17.889385,-41.160778
OTX2,19.594128,-29.911367
FAAH2,30.761957,-15.935381
DRGX,-10.226374,-19.992203
NUDT5,95.441696,-24.722633
DACT1,39.196102,-34.069237
OXGR1,4.7947645,-6.3626547
UCMA,-15.636986,-30.170599
BEND7,50.793983,-33.505547
ATP5F1C,97.85323,-41.846268
PRPF18,97.1349,-3.527343
TAF3,93.67522,2.302019
VSTM4,42.18318,-38.49829
VDAC2,101.39252,-45.89726
SOHLH1,-7.82738,-22.337658
COMTD1,65.6175,-11.986691
SLC18A2,43.432533,20.820911
PDZD8,110.14878,-24.924242
ZNF503,47.77952,-30.392784
ABRAXAS2,85.49259,-8.562795
QSOX2,76.07056,-32.89852
FAM204A,104.236115,-13.856578
NSD1,110.95989,-33.159946
PRDX3,97.79339,-41.7309
ENOX2,77.34765,-5.079477
GHITM,109.84834,-44.307926
CLEC1B,46.24824,74.73065
SNAPC4,66.89129,-26.425283
TMEM52B,50.14468,48.561245
PMPCA,89.39846,-34.271847
ENTR1,77.93055,-28.63962
FRMD7,-1.9996921,28.01196
AK8,28.977953,-8.733284
SPACA9,59.49268,-3.9838202
TSC1,108.762146,-17.567469
GFI1B,58.04022,50.540806
HPRT1,80.78129,-19.33097
BORCS5,64.60729,0.7954633
DIPK1B,51.106495,-19.208195
ZMYND19,68.88236,-19.764372
STOX1,36.236618,-16.059599
RET,34.299114,-21.232277
DDX21,108.82993,-45.654514
BMS1,101.704,-32.3732
STK32C,62.215336,-10.254164
JCAD,48.021015,-36.98488
OR4K2,23.531546,52.81795
FUNDC2,91.7519,-23.312052
PIP4P1,80.35415,-23.969372
METTL17,85.15342,-26.428225
SLC39A2,7.8509417,-42.517708
NDRG2,82.9697,2.6778212
RNASE7,9.334416,-42.600758
ARHGEF40,103.339264,-0.46379825
NSMF,78.03953,-36.688503
ZNF219,59.92888,-28.64841
C12ORF50,60.592163,39.795605
CASP7,86.09943,-12.369965
PPP1R36,26.265179,-6.328196
BTNL9,56.883953,23.825111
CCDC186,107.77686,-3.258574
VWA2,47.111053,26.664387
METTL3,98.67364,-8.185995
SALL2,42.12535,-26.461653
PRAP1,11.006662,-28.419909
TRUB1,75.79447,-9.492558
ERICH6B,17.618986,29.824602
CYP2C19,35.970577,32.49777
ZFYVE1,70.50461,-26.703394
C10ORF82,42.27568,42.034946
HSPA12A,53.3893,-35.44281
SHLD2P1,37.616535,2.7019205
FRAT1,58.40872,-11.941456
UBTD1,59.093082,-17.54782
ANKRD2,9.372581,-14.703553
E2F7,55.787296,-56.225643
ARHGAP42,51.592434,-33.34676
ISCA2,82.2945,-12.747436
OTOGL,20.294361,-24.219095
LARGE2,30.822115,-15.788591
PACSIN3,48.77302,-30.03113
TTC7B,94.512,1.9667965
SLC39A13,71.16664,-27.619066
PSMC3,97.61561,-41.329903
RAPSN,19.729897,15.462146
AGBL2,41.908703,27.195835
TC2N,51.96069,19.601173
CPSF2,109.18483,-28.226707
SMCO2,7.681854,-8.677025
MOAP1,78.11328,-8.533315
IFI27L1,50.135086,-3.6552918
IFI27,59.20703,6.4427185
SERPINA12,7.603522,-44.94234
CLMN,82.63737,1.1480286
PDZRN4,20.939861,-36.805614
SLC6A5,-6.794711,-25.389923
CCDC38,45.431484,31.22376
NELL1,21.591398,-33.381733
PTER,75.72626,-5.2549953
C1QL3,36.358566,4.9876113
CACNB2,71.40557,25.386343
HACD1,66.270355,-5.0407352
ARL5B,98.41541,-10.559942
SMCO4,57.31423,-11.445657
CEP295,93.41592,-4.2485414
KCNC2,18.576445,-36.27546
TRIM51HP,-30.482004,-59.245102
TAF1D,112.56253,-31.332287
TRIM53BP,-26.559175,-54.217438
ABTB2,57.338047,-21.057081
R3HCC1L,85.70345,-4.6363373
AMOTL1,58.641018,-39.21644
HTRA1,52.185646,-39.44692
LIPC,44.01046,29.979818
CEP57,98.3958,-20.93779
TCP11L2,88.141815,19.32941
PASD1,-18.121006,-41.57928
SPRED1,60.15005,-38.61926
TMCO5A,-8.048926,-36.885124
GPR176,45.442596,-32.49223
JAM3,62.374546,-30.274273
IL25,-33.646057,-60.812977
CMTM5,45.13461,76.011086
ENSG00000166104,-3.1401992,-7.951644
GLB1L3,64.80682,27.566021
ADAMTS15,34.683353,-26.392979
SVOP,50.923763,25.817104
SPATA19,-27.46597,-70.73031
GPT2,64.15394,-38.680077
AMN,36.22784,-3.355633
RAB8B,104.134285,-8.594921
IKBIP,86.49227,-12.7764015
RPUSD2,66.56937,-10.967604
HIF1AN,107.23621,-30.41023
NDUFB8,89.292534,-23.819733
ZFYVE19,76.34435,-21.428026
PPP1R14D,2.2392519,-34.658833
SPINT1,53.89003,-25.728231
FBN1,52.795574,-40.805603
AVPR1A,22.168629,38.960125
C16ORF78,-28.21264,-61.15993
DEPDC4,60.327152,19.501274
LRTM2,-7.6685066,-22.180016
OPN1MW2,-89.59667,-34.040916
BRD7,111.59364,-32.22856
CKB,63.85444,-36.552753
TRMT61A,71.71809,-17.244633
BTRC,88.96335,-5.242908
POLL,79.328896,6.459096
BAG5,98.15781,-16.69403
DPCD,68.23055,-13.845133
LARP6,46.453377,-32.667118
API5,106.76973,-40.003616
ASPG,13.309621,-21.215446
ZNF319,61.816734,-20.664505
HPS6,65.89724,-21.2733
SENP8,55.118374,-3.0807345
NOLC1,99.95431,-44.53622
ALKBH3,68.8889,-14.104877
COPS2,98.25175,-30.46388
GABRB3,57.953873,21.872976
SPIC,-28.843773,95.28162
TBATA,-21.563524,-51.53123
SGPL1,104.10847,-25.61398
FRS2,90.24165,-6.3494844
CCT2,107.35443,-45.2786
PCBD1,81.0009,-19.982887
ARIH1,112.09754,-30.369806
DNAAF8,29.726051,-9.17813
CLMP,47.17362,-37.44872
SCN3B,54.632324,24.491806
COX11,95.02207,-15.7487
ZNF202,73.15267,-5.6942616
FAM227B,59.41642,9.616763
STXBP4,73.682755,1.7182015
CYYR1,34.166656,-37.04521
CUL5,100.65118,-14.559162
MYRFL,8.774217,-26.248203
WBP1L,101.29335,-18.924068
BORCS7,82.966125,-11.631536
C2,60.984707,15.151613
PLEKHF1,57.141148,-13.82587
TMEM100,31.177408,-36.19966
ANAPC16,104.75139,-32.167274
SMPD1,70.7234,-26.998264
APBB1,62.65632,-30.148844
SYNPO2L,43.132885,31.755957
NUDT13,56.56679,0.73235303
C11ORF65,46.14167,20.580269
TRIM44,109.94064,-33.705433
CCDC182,-38.090984,-64.986084
ILK,89.402504,-38.27289
TAF10,91.72121,-30.85985
TPP1,99.863815,-33.991016
DCHS1,44.782463,-18.16565
NETO1,24.957361,-33.537945
MSS51,56.45408,10.417851
CYB5A,92.39246,7.321406
USP54,60.173084,-36.869938
RAG1,41.162563,3.3453262
POTED,22.878479,36.674816
IFTAP,84.189735,10.061324
WDR88,32.79689,0.059463277
OR10A5,-12.468473,-51.24874
OR2D2,-13.315734,-50.554367
ATP9B,96.5494,4.149539
PPFIBP2,78.969536,4.708279
MOGAT2,7.792791,-33.020863
CYB5R2,59.086433,8.03308
SERPINB7,18.56974,-15.935296
GARRE1,83.02978,-2.134063
SERPINB8,93.90796,21.998894
TUB,42.31582,-26.856672
RIC3,58.25039,17.40741
LMO1,18.679811,-29.62619
OR5P1P,-21.018196,-62.50361
IDH3A,96.74634,-25.328093
WDR72,44.47366,27.652271
CRABP1,20.617813,-29.18218
PLD4,57.57495,53.7197
ZMAT1,68.315025,10.555326
XRRA1,86.22836,3.186151
TRIM66,74.98444,8.715762
RNF169,102.03986,-5.8272533
RPL27A,105.796265,-55.601974
DENND2B,56.52455,-37.761944
CDYL2,71.21447,4.44203
TMEM130,31.667028,-28.143
PRTG,43.9421,-32.18215
CENPN,90.18033,-10.296527
AKIP1,71.20192,-10.734625
ATMIN,98.8402,-24.666843
C16ORF46,27.360588,-7.3764043
TMEM41B,93.90388,-13.3297205
PKD1L2,67.74877,24.861893
LEO1,90.19018,-15.203473
ZNF143,84.36778,-6.402555
TMX3,97.437416,-13.281351
MFAP4,40.050056,-37.583176
WEE1,92.41267,-14.842951
MAPK7,64.19731,-25.769243
FAM86GP,8.33946,-61.336216
PRKCB,73.06879,56.571186
HDGFL3,95.67382,-18.87294
NDST2,64.74627,-22.88865
MCM7,98.622314,-44.417885
CLEC3A,28.997673,53.765812
CCDC68,33.915306,-15.939642
CLEC4E,65.010925,52.694653
ZNF3,94.44951,-5.577636
CLEC4D,46.205364,70.66676
ZSCAN21,60.404675,-10.588964
HSBP1P2,-37.264885,-24.58522
RIMKLB,88.97489,-3.9076016
A2ML1,49.379967,21.017813
BEAN1,45.141876,21.03324
TK2,84.78815,0.25906622
TMED3,103.08722,-32.965134
SLC38A8,-3.9639468,-18.989225
SEC11C,83.41107,-21.58926
CPLX4,-14.975013,25.303741
GALR1,47.364777,42.332916
TMEM135,89.75466,-3.7747262
IQCD,30.382608,-9.770877
NDEL1,106.437454,-6.6416655
CENPV,73.95631,-16.783628
CDH16,-1.8707198,-32.278744
RRAD,33.9011,-7.2991443
CIAO2B,83.27791,-22.994692
CFAP52,5.633228,-25.991982
HSP90B1,103.40289,-54.985806
MC4R,-10.147012,-20.002272
BLCAP,91.11677,-37.98048
SERPINB12,28.142542,33.70519
CHRFAM7A,32.395428,17.062674
ATF7IP2,75.17579,4.8181515
MMP10,9.121562,-10.134554
TVP23A,60.68758,24.502651
BEX3,67.463554,-45.373344
TMPRSS5,26.529226,-2.160439
COG1,97.94766,-4.8049564
PLEKHA7,52.52843,-28.038578
OR5M13P,-59.115715,-38.1875
ZNF606,69.13427,6.658689
ZCCHC18,33.51577,14.674235
B2M,104.11704,-54.525345
ZNF592,83.27098,-39.85743
GOLM2,110.98759,-29.909002
HTR3A,-2.5509458,-19.692247
NNMT,42.864475,-35.19187
ACSM1,11.4415655,22.444622
AP1G1,111.92028,-34.53359
SLFN5,102.81639,9.771036
CATSPER2,69.123604,13.377762
STRCP1,9.748953,-22.603868
ZNF667-AS1,71.94598,21.678055
BMERB1,46.87064,-23.684685
MARF1,103.14271,-4.171918
SAA3P,-37.01554,-25.1026
SAAL1,74.52335,-13.404756
YPEL4,40.479275,-15.471734
PPIB,106.34497,-47.284492
LDHC,25.520782,31.999222
CIAO2A,84.525375,-20.077444
LDHAL6A,43.446915,41.097637
FAM111A,102.43753,9.174623
PCLAF,58.500366,-53.685513
KIF7,45.435196,-28.534567
LDHD,39.81686,-12.93873
PLIN1,23.141539,-22.318312
PEX11A,52.22629,-23.490929
TMEM170A,91.459915,5.381358
MESP1,29.3618,4.9256167
ANPEP,95.49319,21.407734
SCNN1G,24.289858,-14.4109955
RBPMS2,38.317978,-19.591597
NAV2,56.190002,-38.53984
ANKDD1A,68.39757,14.266156
GLYATL1,37.417934,33.00285
C18ORF54,54.774265,-53.417255
DCTN5,107.283516,-30.725548
TERF2IP,97.453835,-27.214926
PLK1,57.61545,-56.737537
CLPX,98.87484,-24.40467
GPR182,9.521732,24.97705
ZBTB39,73.14447,-5.6918283
CACNG2,30.659983,49.61427
TAC3,0.5912876,-15.505173
MYO1A,36.133076,29.854942
CHP2,47.396713,35.928265
NEMP1,71.80772,-44.57935
OR4D6,-30.852615,-67.64461
NAB2,66.0652,-28.285164
VPS39,86.90757,-41.394505
STAT6,116.01663,-20.84501
PATL1,103.80459,-20.806704
ATP23,70.47228,27.521963
ELFN2,34.77278,-23.286179
STX3,110.68181,-8.785299
MRPL16,85.64647,-22.579134
PIP4K2C,74.493355,-29.074413
MTMR10,103.12826,-4.2401266
YWHAB,103.42854,-52.911324
MIR202HG,18.10927,62.013206
C15ORF48,39.413807,19.555716
SCG5,28.517311,-37.008793
GREM1,54.148994,21.24528
NYAP1,32.86342,-24.221195
TSC22D4,76.913414,-38.64068
MS4A6E,-23.463804,75.67404
MS4A7,64.85398,54.849377
MS4A14,48.02833,67.4314
MS4A5,-10.323563,-60.11266
DIS3L,95.507065,-3.164874
CCNDBP1,113.17296,-20.311764
EPB42,43.771145,74.427605
TGM6,-23.986792,-59.219086
SMAD3,99.218605,-25.130726
MS4A8,1.9235433,-32.59144
CCDC178,0.4031061,-25.141281
MS4A15,-10.009493,-40.954136
MAP1A,61.9813,-30.402418
RCCD1,71.42455,-16.418383
AKTIP,89.1901,-1.9218683
MAPRE2,107.24159,-0.59346557
EVA1C,62.06296,8.258736
TCP10L2,9.203003,48.372948
MARS1,106.09192,-41.524155
MBD6,71.60499,-35.485336
CNPY4,66.73476,-3.954497
PDIA3,106.75407,-50.43968
NUDT21,99.82739,-41.274063
NAT16,21.702072,-30.684628
TERB2,-3.5153606,47.31588
NKX3-1,50.658154,3.6958613
SGSM1,39.6343,-18.043608
ENSG00000167046,6.343904,13.482611
DUSP18,73.471924,5.1503973
TEF,58.729977,-26.269217
MEI1,68.601006,55.87914
B4GALNT2,69.11409,30.302164
PBX3,86.76579,-5.222294
GNGT2,52.27378,60.64222
PHB1,96.47072,-39.241676
SNRPD1,90.72658,-24.286924
TTC16,55.001625,48.364086
SUN5,-28.787336,-60.508114
SAMD14,39.978046,-21.47766
PIP5KL1,35.932266,-11.203785
BPIFB6,-35.519543,-58.110596
TMEM92,29.81941,-13.105515
FAM102A,81.19624,-34.235027
ACSF2,66.07226,-24.129248
