gene_symbol,tsne_1,tsne_2
AARSD1,79.79026,-15.724225
ENSG00000266968,-12.451302,-18.068356
CEP192-DT,4.3195543,7.0324416
SOCS3-DT,23.388159,9.4005165
OR4F8P,-26.214283,-69.164764
ENSG00000266973,-24.219055,3.4630415
FARSA-AS1,0.6987293,14.908268
ENSG00000266976,44.947247,32.934906
ENSG00000266977,-40.59323,8.036848
ENSG00000266978,-11.788365,9.513832
LINC01180,23.318157,49.319168
ENSG00000266980,18.046618,17.04071
ENSG00000266981,-38.51678,75.27975
RANBP3-DT,31.006763,9.892389
POLR3GP2,-46.66376,-64.509415
ENSG00000266985,9.19297,41.88946
ENSG00000266987,-22.899769,55.3347
ENSG00000266988,-37.844936,9.728767
FTLP5,-1.2812066,-71.565926
ENSG00000266990,16.6832,57.433952
DHX40P1,12.970247,1.5264688
ENSG00000266993,35.83973,19.987804
ENSG00000266994,-16.337143,0.46942118
ENSG00000266995,-20.141027,-20.063675
ENSG00000266997,11.3433,-66.29348
ENSG00000266998,1.0325271,70.57725
ENSG00000267000,-4.541201,12.784835
ENSG00000267001,31.491732,4.738632
ENSG00000267002,85.44925,13.605967
ENSG00000267004,-78.98142,24.503136
ENSG00000267005,-23.134977,7.157647
ENSG00000267006,-6.23057,60.294125
ENSG00000267007,30.152315,-54.801968
ENSG00000267009,30.593058,17.927418
ENSG00000267011,15.380472,28.991077
LINC01929,-14.763565,-16.608315
LINC01532,-2.0677633,44.75491
ENSG00000267015,-27.896574,48.211117
ENSG00000267016,-5.974986,56.156284
NTF6A,-47.64426,-27.807617
ENSG00000267022,29.479994,-0.6143867
LRRC37A16P,55.643047,1.5555285
ENSG00000267024,-15.155122,-0.5140643
ENSG00000267026,-2.2995021,35.43643
ENSG00000267027,-46.68476,49.285145
TCF4-AS1,-29.345043,51.09318
ENSG00000267030,-12.211209,0.25828642
ENSG00000267032,-11.486444,-60.147293
ENSG00000267033,20.509604,49.085457
ENSG00000267035,-63.07114,50.00754
ENSG00000267036,-44.385113,-28.608023
ENSG00000267038,-51.12724,-20.499784
ENSG00000267039,-27.914576,53.972454
ATP8B1-AS1,70.28606,45.22316
ZNF850,72.014534,2.74205
ENSG00000267042,-14.227474,2.905468
ENSG00000267044,-7.534809,47.393482
E2F3P1,-13.300697,76.335655
ENSG00000267047,19.725082,-59.68827
ENSG00000267048,26.46235,0.9061189
ENSG00000267049,26.690716,-54.815403
ENSG00000267051,-22.66733,-19.444668
ENSG00000267052,1.2566726,-10.055286
ENSG00000267053,55.524803,36.892803
ENSG00000267054,12.241087,68.40336
ENSG00000267055,-20.599072,17.07999
ENSG00000267056,8.323572,-35.48249
LINC01905,26.947887,41.426094
ENSG00000267058,40.864216,13.441297
ENSG00000267059,45.200718,-5.3181725
PTGES3L,56.702988,22.056261
ENSG00000267061,-42.723724,13.043157
ENSG00000267062,30.250113,-62.946396
ENSG00000267063,-31.853882,-0.3035688
UXT-AS1,65.738525,24.824886
LINC02080,58.344044,40.100174
ENSG00000267066,-73.264046,-54.2208
ENSG00000267069,3.5478935,-11.591774
ENSG00000267070,-15.601511,-24.541067
ENSG00000267072,-49.056545,-0.6539487
ENSG00000267073,-20.75691,-13.371204
ENSG00000267074,-5.984979,82.3459
ENSG00000267075,39.07076,-3.1341152
MIX23P3,-5.9785557,23.95621
ENSG00000267077,2.9677975,-2.2254155
ENSG00000267078,10.01729,19.813923
ENSG00000267079,-27.609516,-6.762135
ASB16-AS1,75.47873,13.616115
ENSG00000267081,-57.33647,-36.87017
ENSG00000267082,22.591541,10.969298
KRT18P61,-17.847065,58.900406
ENSG00000267084,-68.11606,31.7253
ENSG00000267085,-41.59362,13.642604
ENSG00000267088,-17.502893,10.547562
ENSG00000267089,-24.103077,33.756145
ENSG00000267090,-17.592258,-80.02258
CTBP2P7,-8.082251,-8.432664
ENSG00000267092,-0.45522046,4.164857
ENSG00000267095,-30.805696,-7.8596787
ENSG00000267096,20.741125,25.023684
SLC14A2-AS1,-43.001804,-14.729088
ENSG00000267098,25.220087,54.781498
NTF6G,-60.165592,-32.82666
ILF3-DT,78.74102,14.318004
ENSG00000267101,-16.584044,28.242598
ENSG00000267102,28.078125,16.892302
TBC1D3P1-DHX40P1,8.47377,-63.575375
ENSG00000267105,26.77812,-55.04299
ZNF561-AS1,84.76433,13.149565
PCAT19,52.90212,32.024273
ENSG00000267108,-34.515694,38.243107
ENSG00000267109,-79.23846,32.233746
ENSG00000267110,-28.8281,-11.303267
ENSG00000267112,-21.167206,16.1318
ENSG00000267113,-57.46462,15.2185
ENSG00000267114,17.807318,27.635025
ENSG00000267115,-23.265236,32.730377
PMM2P2,-54.554836,-63.50094
ENSG00000267117,24.454597,65.96198
RPL10P15,22.61921,-69.73135
ENSG00000267120,51.933907,61.476357
FMNL1-DT,69.44144,54.781776
ENSG00000267122,20.935547,48.230278
SCAT1,47.196026,38.78013
ENSG00000267124,1.4846423,-64.94101
ENSG00000267125,25.952776,2.0221734
ENSG00000267127,20.89497,-4.82752
RNF157-AS1,48.056767,45.322628
OR1AC1P,-83.90302,34.812195
ENSG00000267130,6.945109,14.391002
ENSG00000267131,-29.604517,-27.647707
HMGB3P27,-17.19189,-81.12775
ENSG00000267133,-46.295105,-40.475292
LINC01924,21.04022,56.52331
ENSG00000267135,16.167568,-61.10917
ENSG00000267136,51.537785,41.90302
ENSG00000267137,-60.66278,24.028307
ENSG00000267138,-14.103906,44.882977
ENSG00000267139,1.6867933,-44.13819
ENSG00000267140,-11.015632,0.5656278
ENSG00000267141,6.2517447,15.901733
ENSG00000267142,-14.589671,-21.517855
ENSG00000267143,8.127746,-57.313526
ZNF222-DT,-18.989693,-4.2394457
ENSG00000267145,-59.737778,-5.588753
ENSG00000267146,-38.078136,54.85097
LINC01842,22.438093,31.290852
ENSG00000267148,-75.52053,9.023072
ENSG00000267149,18.689394,16.830406
ENSG00000267150,4.5131335,9.359448
MIR2117HG,16.95357,-58.210983
ENSG00000267152,24.683178,16.372522
CTBP2P3,-46.84987,-59.217216
OR1M4P,-86.346275,-36.432037
TPMTP1,15.295,-63.9372
ENSG00000267157,-2.8192348,0.05851032
ENSG00000267159,-22.184425,42.604786
ENSG00000267160,27.035877,11.12149
SDHDP1,-37.49982,-31.131031
CHMP1B-AS1,46.57034,4.2109385
ENSG00000267166,-20.797178,-56.514507
ENSG00000267168,-8.581971,-54.313293
ADGRL1-AS1,52.703964,10.700066
CALM2P1,-4.5936594,-68.98619
ENSG00000267172,-4.281223,39.328976
ENSG00000267173,-26.921167,-3.7631567
ENSG00000267174,44.41546,72.01426
ENSG00000267175,22.364134,40.19991
ENSG00000267177,10.853037,59.066628
PHF5CP,-50.800415,24.479418
ENSG00000267179,19.790401,11.962534
ENSG00000267180,-82.738075,10.190898
SNRPCP20,-72.783615,-54.989994
ENSG00000267184,-94.22628,-18.488785
PTP4A2P1,-2.837789,-0.900283
ENSG00000267187,-69.858864,-32.92827
ENSG00000267188,-17.046532,-67.7182
ATP5MGP7,-71.90702,-52.134678
TYMSP2,-71.945,-55.243305
ZNF45-AS1,24.80865,22.722223
ENSG00000267192,4.222006,51.42925
ENSG00000267193,-31.079279,0.8958287
MIR212,-48.958164,36.1629
ENSG00000267196,-46.365856,16.097706
ENSG00000267197,-1.7427328,6.4051237
ENSG00000267198,35.08367,23.143345
ENSG00000267199,70.46529,22.466421
MIR132,-61.240494,23.435352
LINC01775,-5.563233,-0.7257011
ENSG00000267202,-51.95253,-0.8783575
SNRPGP4,2.6175134,25.976305
LINC01782,-16.74397,36.669876
ENSG00000267205,14.147208,65.00259
LCN6,-2.7124522,-22.84665
ENSG00000267207,-37.883327,29.708378
ENSG00000267208,-36.715103,-78.785515
LINC01897,-26.037827,32.299488
ENSG00000267211,-57.980995,29.77938
ENSG00000267212,-18.140299,49.949257
DPY19L3-DT,36.245644,9.529572
ENSG00000267214,-18.03654,43.513798
ENSG00000267215,-29.641241,-51.253094
ENSG00000267216,43.711723,-3.2837093
ENSG00000267218,-24.254028,-33.96479
ENSG00000267219,5.333033,15.670151
ENSG00000267220,-55.58726,21.065115
C17ORF113,44.993397,13.167171
ENSG00000267222,24.049656,61.363182
ENSG00000267223,-43.176937,-7.3101926
ENSG00000267224,-41.9111,-10.732495
WDR7-OT1,-3.4797525,6.0868464
MALT1-AS1,24.685045,4.9781303
ENSG00000267227,-63.94406,-28.80163
ENSG00000267228,47.746284,-3.2679935
ENSG00000267231,-31.238346,35.83957
ENSG00000267232,3.3301227,-61.17149
HNRNPA3P16,9.25229,-87.687836
ENSG00000267234,10.879538,54.697613
ZNF861P,-48.49783,-21.819204
ENSG00000267237,-58.184273,19.24136
ENSG00000267238,-65.75322,-48.618393
ENSG00000267239,46.753498,39.770668
ENSG00000267240,-20.405521,26.635294
CYP4F10P,-37.26391,66.17021
ENSG00000267243,-27.161057,17.378548
ENSG00000267244,41.91502,-4.253837
ENSG00000267245,-41.5163,-16.714754
ENSG00000267246,-2.3774934,24.839624
ENSG00000267247,-14.642324,4.6537223
ENSG00000267248,50.998764,13.107848
ENSG00000267249,41.97956,13.295191
ENSG00000267250,6.3045716,49.975636
ENSG00000267251,14.370498,-5.2050595
LINC01255,10.50938,48.511486
WHSC1L2P,21.40441,60.4924
ZNF790-AS1,71.90319,21.152006
ENSG00000267255,-7.0985546,14.837099
ENSG00000267257,13.483703,5.0825834
PPIAP58,15.5156975,-83.22548
ERVE-1,35.078384,35.9224
ENSG00000267260,39.251713,11.343636
ENSG00000267261,14.618252,1.4058778
ENSG00000267262,-17.021933,67.55297
ENSG00000267263,-6.136091,55.962723
ENSG00000267264,9.520417,6.9667664
GP6-AS1,65.66132,25.5524
ENSG00000267269,3.2354467,19.133934
PARD6G-AS1,48.47107,12.201986
ENSG00000267271,-69.98859,45.975273
LINC01140,42.49981,33.759525
ENSG00000267273,-27.817513,-4.1867814
ENSG00000267274,23.927063,18.36123
KLF2-DT,-0.31663516,56.120895
ENSG00000267277,32.7983,11.368887
MAP3K14-AS1,74.5986,18.953142
ENSG00000267279,13.589908,31.01445
TBX2-AS1,18.953262,-7.1909623
ATF7-NPFF,0.734847,22.962475
ENSG00000267282,-3.0298023,6.0990167
ENSG00000267283,22.445076,13.817314
ENSG00000267284,19.723381,36.541733
ENSG00000267285,3.0549664,57.22448
ENSG00000267286,-36.631702,-23.429724
ENSG00000267287,9.796392,57.202736
ENSG00000267288,36.26079,10.78834
PIN1-DT,-5.477539,9.63119
MAP4K1-AS1,-17.855673,3.0610225
ENSG00000267292,-70.257385,-20.673597
ENSG00000267293,6.5786734,27.269896
ENSG00000267295,-15.85796,-5.3778367
CEBPA-DT,34.519478,-3.373402
ENSG00000267298,-11.294524,54.928497
ENSG00000267299,-22.830206,7.063215
RPL23AP77,6.057658,-66.160576
RNFT1-DT,43.415005,20.88689
ENSG00000267303,43.19284,7.8086176
ENSG00000267304,-19.38661,49.12342
ENSG00000267305,-85.107254,-40.316074
LINC01764,43.152355,48.823288
ZNF566-AS1,40.37846,3.1491563
OR4G1P,-15.99494,20.42949
ENSG00000267311,-21.096273,16.061028
ENSG00000267312,-13.599765,76.123764
ENSG00000267313,18.685404,-26.89924
ENSG00000267314,6.222984,2.0123625
UFM1P2,-90.340096,19.093681
ENSG00000267316,-25.126144,17.484966
ENSG00000267317,46.082657,-7.0784993
ENSG00000267318,24.688269,-56.39967
SELENOKP1,-30.562841,-5.8069787
ENSG00000267320,-28.370949,25.31782
SNHG30,73.88734,17.524477
SNHG22,63.324142,37.981033
SLC25A1P5,1.0925353,7.10561
ENSG00000267324,2.5868733,-88.96501
LINC01415,19.750189,34.14114
ENSG00000267327,54.042133,32.35528
ENSG00000267328,-11.098502,-16.03723
BOLA3P2,-52.787712,-16.031996
ASNSP6,-48.92396,-18.716133
KIF18B-DT,-33.687923,34.070145
ENSG00000267335,-10.130196,-42.127544
EIF4A2P1,-12.734662,9.71327
LINC01478,-1.1408753,40.021408
ENSG00000267338,-12.152784,53.764763
LINC00906,26.604462,47.703644
ENSG00000267340,1.0160041,16.010008
ENSG00000267341,-60.78024,32.32592
ENSG00000267342,25.722332,9.206164
ZNF833P,-3.1947486,-5.9872622
ENSG00000267344,14.22383,20.106104
ENSG00000267345,3.122485,6.5152287
EIF5AP3,-11.369854,15.276314
GEMIN7-AS1,48.896477,13.857187
ENSG00000267349,-39.951363,81.577095
SH3GL1P3,20.272491,-58.726044
ENSG00000267353,19.132275,59.371048
ENSG00000267354,-48.94366,-39.7405
RPL9P29,-24.317606,-2.0994327
ENSG00000267356,5.2751136,-67.49046
ENSG00000267359,-35.58493,75.20648
ENSG00000267360,21.557648,27.236069
SEC24AP1,-32.961384,24.595976
ENSG00000267363,-58.28754,-19.25608
ENSG00000267364,50.896378,54.881283
KCNJ2-AS1,29.954683,22.768145
ENSG00000267366,-3.4581094,70.140465
UPK3BL1,75.99854,9.459975
TAF5LP1,-5.6336384,82.4656
ENSG00000267370,-17.021496,8.149256
ENSG00000267371,-59.250656,-36.973717
ENSG00000267372,11.1748495,9.394656
ENSG00000267373,-7.1568255,46.694527
MIR924HG,54.73214,30.779789
ENSG00000267375,-31.155642,51.39421
ATP5MGP6,-66.03829,37.47767
ENSG00000267378,-69.37596,-39.768616
ENSG00000267379,1.5598536,-65.25277
GAD3P,-43.754635,-52.883324
ENSG00000267383,75.5884,24.589106
SMCO4P1,-85.058205,-26.654457
ENSG00000267385,38.68329,61.213196
ENSG00000267387,20.02582,17.822435
ENSG00000267388,-16.17667,7.3091297
ENSG00000267389,-40.121098,-45.599495
KDSR-DT,30.598957,5.1416154
MIR122HG,48.737175,41.8135
CYP4F9P,2.4687765,-88.679985
ENSG00000267393,-17.395567,47.81866
ATXN7L3-AS1,25.885004,9.655905
DM1-AS,22.31975,-1.3142164
ENSG00000267396,-24.212051,-3.2516222
ENSG00000267397,24.78453,17.182274
ENSG00000267398,-66.95989,21.054188
ENSG00000267399,-50.635895,-36.03836
ENSG00000267400,-74.77589,-33.280457
ENSG00000267401,22.106588,43.816166
TCF4-AS2,-29.464876,51.146557
ENSG00000267404,-21.17867,-11.258533
ENSG00000267405,2.0589712,-8.855625
ENSG00000267406,-73.20504,6.8676996
LINC02841,-45.675484,-43.229626
ENSG00000267408,-7.441564,-75.37369
ENSG00000267409,0.941161,-46.255447
ENSG00000267412,43.56489,48.206913
LINC01901,-3.7018826,-10.179283
SETBP1-DT,32.198017,14.988245
ENSG00000267415,-63.49358,21.64836
HEATR6-DT,30.674868,27.386372
ENSG00000267417,-28.835073,11.095374
ELOCP29,-12.365218,-79.56661
ZNF56P,51.201046,15.004655
ENSG00000267420,-33.087166,0.7707032
ZFP28-DT,-0.55325246,2.0756762
ENSG00000267422,12.658917,1.6863655
ENSG00000267423,13.879422,58.77164
ENSG00000267424,-9.2882185,-3.634329
LINC01928,-63.266804,-42.71045
ENSG00000267426,32.699432,-0.5353577
ENSG00000267428,-64.83989,-45.054886
ENSG00000267429,18.69153,33.772915
ENSG00000267430,-2.0739458,68.349236
DNAH17-AS1,42.0625,43.20574
ENSG00000267433,-97.144455,10.236905
ENSG00000267436,31.101286,-55.432163
ENSG00000267437,-60.02995,29.930872
ENSG00000267439,29.333393,12.807329
LINC02594,20.682976,53.286884
ENSG00000267441,-19.321302,-80.452415
ENSG00000267443,-37.251385,-7.884971
SMUG1P1,-31.500494,-23.187315
ENSG00000267446,-29.055574,-12.861797
ENSG00000267448,-30.840166,-5.457529
ENSG00000267449,14.414266,-72.144714
OR1AB1P,-20.430704,33.69027
LINC02073,58.04991,35.12201
CLEC4OP,-29.422691,72.70959
ZNF582-DT,51.64399,14.022677
ENSG00000267455,-54.73555,-22.997875
ENSG00000267456,-21.751747,-11.07622
ENSG00000267457,-10.721817,55.86921
ENSG00000267458,28.07763,-53.668167
ENSG00000267461,-38.2009,31.505081
ENSG00000267462,54.213627,43.40761
UBE2V2P2,-44.69278,48.012608
ENSG00000267465,-31.597197,-65.290985
ENSG00000267466,-5.2625165,19.249348
APOC4,10.4570675,-35.282402
ENSG00000267469,30.234621,-51.371418
ZNF571-AS1,59.400055,28.911821
ENSG00000267471,-73.159424,-41.382076
ARHGAP27P2,11.990439,14.806748
ENSG00000267474,21.944279,48.69601
NUDT19-DT,34.37478,8.60517
ENSG00000267476,-8.988575,58.002335
ENSG00000267477,-37.97772,-4.4141407
ENSG00000267478,7.8445907,-88.40038
LINC02979,21.001478,26.709208
ENSG00000267481,41.91257,17.913532
ENSG00000267482,-65.19835,64.470856
ENSG00000267484,30.156742,-51.24952
GLUD1P4,-54.89943,-63.938313
ENSG00000267487,-56.643856,-17.56928
LINC01837,-31.668533,-53.15168
ENSG00000267490,-18.641668,-61.59154
ENSG00000267491,-7.164211,58.98175
ENSG00000267492,-72.56498,-12.94067
CIRBP-AS1,42.74064,-3.7897377
FAM215A,23.840464,5.567544
NFE2L3P1,16.202673,12.4473715
UQCRFS1-DT,37.8559,37.6103
ZNF887P,21.547007,2.8889377
ENSG00000267501,-15.263073,44.481247
ENSG00000267503,-12.947784,61.38481
ENSG00000267504,41.66483,45.506607
ENSG00000267505,3.3229146,18.902592
ENSG00000267506,-5.2181935,19.237225
ENSG00000267507,-18.07196,6.697845
ZNF285,55.957638,16.252567
ENSG00000267509,-64.851685,-24.814747
ENSG00000267510,24.677088,60.992504
ADAD1P2,-46.494034,16.062654
ENSG00000267512,28.20193,-62.759003
HMGN1P31,-90.63518,-29.818586
ENSG00000267515,-11.215513,14.575886
LINC01855,-75.99953,-28.360825
ENSG00000267518,-46.1412,22.270258
MIR23AHG,83.16491,15.283012
ENSG00000267520,80.62606,14.630812
ENSG00000267521,-31.104576,79.23753
LINC01864,16.391006,40.273342
ENSG00000267523,34.46953,-0.6840095
RPSAP57,-54.112373,-4.446744
ENSG00000267526,-5.0884,51.348175
ENSG00000267529,-3.3252358,68.38548
LINC01836,35.07448,11.854176
MIR497HG,46.342903,9.565006
ENSG00000267533,14.881711,-62.75398
S1PR2,78.072495,9.868685
LINC00868,14.469596,38.909878
ENSG00000267537,-64.55699,-9.66172
MTCO2P2,-29.485218,28.062838
ENSG00000267543,17.656061,56.735157
HIKESHIP2,11.057734,-63.841114
ENSG00000267546,26.486519,15.174928
ENSG00000267547,27.700254,16.854385
ZSCAN5A-AS1,49.30381,37.410847
ENSG00000267550,-23.473,34.599205
GNA15-DT,1.7838273,74.658005
ENSG00000267552,-7.764739,-52.343296
ENSG00000267554,-15.601605,80.65124
ENSG00000267555,6.674163,53.23731
ENSG00000267557,-25.05523,52.475925
ENSG00000267558,-84.59526,23.060606
ENSG00000267559,55.38957,41.46434
ENSG00000267560,15.275221,24.366081
ENSG00000267561,13.215874,0.13084777
ENSG00000267563,-26.959072,52.868156
ENSG00000267564,-51.578663,-36.14312
ENSG00000267565,24.674486,16.292938
ENSG00000267567,13.267477,37.441227
ENSG00000267568,-3.0535843,2.4509983
STK25P1,-35.271885,77.1119
ENSG00000267571,29.052965,26.803772
KRT8P5,1.8478551,-53.9585
ENSG00000267574,-62.587826,-0.17358471
LINC02987,75.62732,16.59986
ENSG00000267576,42.70416,8.173678
DNAAF3-AS1,10.320748,-9.438823
ENSG00000267579,-51.203346,12.734486
ENSG00000267580,31.217947,-55.17355
ENSG00000267581,3.5643625,51.159092
ENSG00000267582,-37.064285,44.773464
ZNF24TR,18.803984,54.05065
ENSG00000267585,-39.12739,19.663342
LINC00907,56.12417,38.97394
ENSG00000267587,-9.643951,58.97276
ENSG00000267589,-47.95597,28.075655
NDUFA3P1,-18.789518,47.955093
ENSG00000267591,-46.36272,16.116333
ENSG00000267592,-20.12046,50.063873
LINC01926,-12.045031,41.789738
CYP4F24P,-3.558677,-22.706602
BRCA1P1,-32.000572,39.321533
RPIAP1,-61.27445,15.968666
ENSG00000267598,15.908332,-62.71912
LINC02959,-70.22877,-32.006306
ENSG00000267601,41.072124,8.684135
LINC01028,-21.445158,11.408533
ENSG00000267604,-48.634605,-26.793549
ENSG00000267605,35.576416,48.150955
ENSG00000267606,4.1342936,50.22984
ICAM4-AS1,45.70123,11.113991
SNX33P1,-49.274506,-39.06424
ENSG00000267610,-35.83555,23.735186
ENSG00000267611,-47.371716,16.736526
ENSG00000267612,8.442706,60.121
ENSG00000267614,-81.99941,8.557933
ENSG00000267615,-25.741968,34.223976
ENSG00000267617,-45.96829,-42.17322
ENSG00000267618,-0.8775716,-0.8722452
ENSG00000267620,9.383948,-87.63004
ENSG00000267623,-43.32724,-9.4490185
ENSG00000267624,4.0129,-92.85659
ENSG00000267625,0.8244457,58.451317
HAUS5-DT,-46.403564,-30.308838
ENSG00000267627,-22.050598,30.2868
ENSG00000267628,-28.919626,-2.668779
ENSG00000267629,-12.26475,-10.61947
ENSG00000267630,-52.858223,-31.785887
CGB1,-10.142301,-42.086952
ENSG00000267632,40.675194,21.321308
ENSG00000267633,23.02009,62.03808
RPL7L1P5,-54.584316,-31.759165
ENSG00000267635,-94.46824,-34.490204
ENSG00000267636,-42.933052,-5.8384023
ENSG00000267637,-30.877615,61.543278
ENSG00000267638,-12.369674,47.564953
ENSG00000267639,-25.239408,66.27235
ENSG00000267640,68.379456,28.41739
BNIP3P16,-16.972157,48.522694
ASXL3-DT,19.722591,53.63967
ENSG00000267643,-65.46685,-27.861353
ENSG00000267644,-21.726254,-6.8616843
ENSG00000267645,47.318474,-6.9417615
ENSG00000267646,9.326882,45.101475
MAP1LC3P,-47.722103,15.77374
ENSG00000267648,14.628047,11.619235
ENSG00000267649,16.97224,19.06842
ENSG00000267650,-13.740513,-18.745697
ENSG00000267651,3.8181317,42.36239
NPM1P1,-3.13628,-76.30035
ENSG00000267653,-37.38625,29.651184
ENSG00000267655,21.773943,9.460096
ENSG00000267656,-28.996546,-16.964203
RAB5C-AS1,-4.177614,14.076666
LINC01482,35.991497,52.29987
ENSG00000267661,-67.29083,7.327183
TSHZ3-AS1,-15.42989,-5.4444475
PPIAP56,-53.371174,-35.699856
RPL17P45,-57.499077,-54.847523
ENSG00000267665,45.71143,48.576283
ENSG00000267666,58.136948,41.70879
RPLP0P12,22.942926,-73.19287
ENSG00000267670,-71.56985,45.55733
ENSG00000267672,25.48958,59.506935
FDX2,66.04417,-12.157631
ENSG00000267674,-54.593884,-29.074003
ENSG00000267675,-29.681536,-22.16641
THA1P,-9.417637,6.986187
ENSG00000267677,-38.410393,41.345795
ENSG00000267678,-61.374153,-13.830863
EIF5AP2,20.648415,-69.84995
ZNF224,84.276276,1.7101412
ENSG00000267681,16.446823,12.573457
ENSG00000267682,15.804704,48.377426
ENSG00000267683,-44.602444,-17.525915
NTF6B,-47.091362,-27.510298
ENSG00000267686,3.3184347,54.521366
ENSG00000267687,-67.270706,-45.80302
ENSG00000267688,1.3400868,-44.2914
ENSG00000267689,-72.17841,-4.7952275
LDLRAD4-AS1,-12.3864975,57.513996
SHC1P2,6.938864,62.417507
TAF9P3,-36.03235,39.34852
ENSG00000267693,-60.113377,29.99061
ENSG00000267694,-12.560178,57.500183
ENSG00000267695,-30.374035,-13.957529
ERVK-28,8.4453125,31.688305
ENSG00000267698,24.413065,0.7890834
ENSG00000267699,17.297056,10.102076
ENSG00000267703,-23.380535,34.104267
FRG2LP,-42.61499,-49.786846
ENSG00000267705,25.740393,-53.24549
ENSG00000267706,-5.7064924,-31.50077
ENSG00000267707,3.538418,3.3833175
RDM1P3,-4.110527,24.911318
ENSG00000267709,4.8674755,47.72955
EDDM13,33.621372,24.075983
ENSG00000267711,5.1254096,38.831383
LINC01539,-17.062414,28.301632
ENSG00000267713,-54.633686,1.3661971
ENSG00000267714,12.551631,50.785267
ENSG00000267716,-18.536837,-81.10859
SRSF10P1,-25.561083,34.49636
LINC02078,55.01804,42.04927
ENSG00000267722,-47.331123,35.16892
ENSG00000267723,-36.98701,-7.672142
ENSG00000267724,45.801155,11.019438
ENSG00000267725,-80.83984,-10.817727
LINC02565,-34.75691,-22.952381
ENSG00000267727,9.243637,-53.036335
KRTAP9-9,-33.043304,-75.15728
ENSG00000267729,10.616961,69.6321
ENSG00000267731,31.076168,24.702911
ENSG00000267732,-40.83129,-46.724808
ENSG00000267733,19.64281,59.66894
ENSG00000267734,25.988012,52.34845
ENSG00000267735,-29.391243,21.6445
HMGB2P1,-13.226618,-88.15744
ENSG00000267737,12.366768,19.423845
ENSG00000267740,35.564873,10.112109
UBE2L4,9.385869,-53.250866
SINHCAFP2,6.971599,-65.40433
ENSG00000267743,-39.786385,24.275593
ENSG00000267744,-38.48278,75.25956
ENSG00000267745,28.153,16.899212
ENSG00000267746,-41.223026,-6.9874387
ENSG00000267748,-3.598995,-30.81608
ENSG00000267749,29.074837,50.574196
RUNDC3A-AS1,66.46208,23.175999
BSG-AS1,43.993713,2.9951558
RPS10P27,0.28363305,-72.69651
ENSG00000267755,26.852,-49.563957
ENSG00000267756,-24.875435,-2.003657
EML2-AS1,25.737795,4.5616393
ENSG00000267758,-12.389867,62.703842
ENSG00000267760,-18.88846,34.347267
MIR4527HG,-15.295782,23.314554
ENSG00000267762,-40.324,20.510178
ENSG00000267764,-16.663702,47.58265
ENSG00000267765,3.9550564,2.7317102
ENSG00000267766,-39.67613,53.59834
LINC01801,22.68036,24.756706
ENSG00000267768,-58.582134,0.7516688
ENSG00000267769,18.192865,12.770352
ENSG00000267770,-67.10909,-33.326397
ENSG00000267771,-54.96195,21.159956
LINC01999,-32.058357,-17.79361
ENSG00000267773,-16.172035,-61.531548
ENSG00000267774,3.0775137,-11.917824
OR7E16P,-53.11538,-62.20723
LINC01791,5.1276617,40.80343
CBARP-DT,4.7551208,-0.19995752
LINC01533,26.25455,65.15965
ENSG00000267780,-52.34993,37.17165
SLC25A36P1,-17.287186,10.97713
ENSG00000267782,-51.939716,-6.8640323
ENSG00000267783,-6.355833,22.28043
ENSG00000267784,-10.197976,22.186407
ENSG00000267786,-15.87129,-4.890381
ENSG00000267787,69.838585,23.793657
ENSG00000267788,-46.167507,-42.992405
ENSG00000267789,-43.44795,-39.126877
LINC01987,-42.951206,-42.120743
ENSG00000267791,24.599815,-52.040127
WBP1LP11,-73.77826,-15.407143
ENSG00000267793,-14.435984,44.99742
ENSG00000267794,-104.591515,-0.962598
SMIM22,24.57226,-15.92805
LIN37,59.66508,-15.4894905
NRBF2P1,-57.570496,-62.94715
MAN1A2P1,-36.931248,-5.3587437
ENSG00000267800,-2.1208503,25.26092
ENSG00000267801,38.33271,16.154469
ENSG00000267808,-3.5042617,46.87111
NDUFV2P1,47.145115,-4.973366
ENSG00000267811,12.248199,3.5377038
ENSG00000267815,25.898523,-55.035046
ENSG00000267827,1.8154414,8.219342
ENSG00000267828,-83.55203,16.250202
ENSG00000267834,17.501026,56.897465
ENSG00000267838,16.208565,19.66081
ARHGEF18-AS1,0.33418724,52.995678
NDUFA7,84.10808,-18.138702
ENSG00000267857,-20.038086,48.245228
MZF1-AS1,66.260315,18.66596
ENSG00000267868,3.476004,-2.1862266
ZNF460-AS1,52.88408,34.185844
ENSG00000267872,11.458014,65.37348
ENSG00000267879,33.117,39.36809
ENSG00000267881,-37.6549,-17.680555
ENSG00000267882,30.822992,46.90693
ENSG00000267886,17.787437,0.26160756
ENSG00000267890,-6.56986,-17.347778
ENSG00000267892,33.705566,58.09025
ENSG00000267895,-27.06423,71.14545
ENSG00000267898,23.409084,15.370545
ENSG00000267904,39.817516,14.881716
VSIG10L-AS1,-11.775003,38.019638
ZSCAN5DP,-11.212846,14.648121
CCDC177,19.273895,-33.570164
ENSG00000267919,-17.418388,-6.268873
SNX6P1,14.536329,-79.7727
ENSG00000267922,-21.22221,-13.125159
ENSG00000267924,-0.503061,34.06106
ENSG00000267927,3.4134345,19.599289
ENSG00000267934,47.700527,41.720943
EIF1P6,-25.857489,-1.5494958
