variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-50M,neg_whole_corpus,5,0,0.9278341506046421,0.03563076262138895,0.8467135041522186,0.07215687430792973,0.8983129008090392,0.012989096997048179,0.839401235988575,0.06933673814316813,0.9163400289039064,0.013238901642228542,0.8008163101563776,0.03824427712446881,0.08118558644553814,0.013502751972896458
