variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-50M,neg_hard,5,0,0.723603274185203,0.10980275185886072,0.5341106162084797,0.1270168037480648,0.6795048666458159,0.10191812563518997,0.6617773547200935,0.11478791413533777,0.6916927332686023,0.13270009979391004,0.5500667849959062,0.0628171158884551,0.23804456124906528,0.08959784070160365
